date_column,site,category,brand,model_name,product_title,price_egp,os,ram_gb,storage,screen_size_in,resolution,refresh_rate_hz,cpu_speed_ghz,connectivity_technology,cpu_model,color,wireless_carrier,cellular_technology,all_reviews,rate,discount,product_url,image_url,asin,batteries,model_number
9/16/2024,amazon_egy,mobile phones,oppo,a18,oppo a18 (64-4gb) - glowing black,5350,android,4gb,,,,,,,,glowing black,,4g,[],,,https://www.amazon.eg/-/en/OPPO-A18-64-4GB-Glowing-Black/dp/B0D9K4DTZP/ref=sr_1_169?dib=eyJ2IjoiMSJ9.9lq5X3_e8PNU9eab_WwZJzxqoufWfd8JAy2T6ZwEaMXIjTVY4N6At_zvV2p9j9-YKbaYjGJyYjPvq9K9F63hZmA3xF4lNC0K-8Ew13n7_FYtlqo9qyYjEYmyw7AdDE9hjHNSr_ICAMc8UIX8Yg6EVso4aXx33n4yVGqhnaAsD66QjXUPWoEgloOibXmH40nbxCdlGklRwS4woU7NIYbiYueFAip98WhyNPNWYtUe2cCjBE3AFec-9wccusE0-_xt5c5bu1OzBElCZLkAaT29yZQt__tWKhNrnpms8oT0-vA.mzvEJX29rFlsSE4JvXyZJNaNLeHy9ClyKyIQPWeTRLY&dib_tag=se&qid=1726502658&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-169,https://m.media-amazon.com/images/I/71Ku9onf5PL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d9k4dtzp,,a18
9/16/2024,amazon_egy,mobile phones,realme,c55,realme c55 dual sim 8gb ram 256gb 4g lte sunshower,8888,android 10.0,8 gb,8 gb,6.72 inches,1080 x 2400,90,,,snapdragon,,unlocked for all carriers,,"[{'reviewer': 'عمرو طنطاوى', 'rating': '5.0 ', 'date': 'reviewed in egypt on 9 august 2024', 'review': 'جدا\nread more'}, {'reviewer': 'muahmmed rabiea', 'rating': '4.0 ', 'date': 'reviewed in egypt on 7 december 2023', 'review': 'the phone has a fantastic look und textur. it looks more cool in the reality than photos but not a good option for gamers or hard working. processor is a disadvantage here.\nread more'}, {'reviewer': 'ayman', 'rating': '1.0 ', 'date': 'reviewed in egypt on 26 march 2024', 'review': 'غالية شوية ع نون ب ٧ تلاف\nread more'}, {'reviewer': 'أبو عبود', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 7 august 2024', 'review': 'إمكانيات ممتازه مقارنة بالسعر\nread more'}, {'reviewer': 'ahmed', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 22 may 2024', 'review': 'excellent product good price\nread more'}]",4.3,,https://www.amazon.eg/-/en/realme-C55-Dual-256GB-Sunshower/dp/B0BXQ2SQQP/ref=sr_1_205?dib=eyJ2IjoiMSJ9.gpLBUUuOV8fGDl8gPiPG7etKt_jcnaS5wGSSxaXuj8jjGLvwxewA6ZrAMKceXSGvCEFwJPX61QBcutVuD8IQXhxPbIBhLUrbrYJ9UX_HvY54xM3vNO4bbgw-ZdbE-InQtJx5OiBMRyXznladA1FUYw5ktpFO4wf73YLx3EHH7QfFZRMJ_94NZi1MzNC8u9K3riRYID72uy2g9hFNdQ_p7JylrJjpQwJKSGvRLKG-405HYG7V1bLUXZfpHKGIOaufbL8cqkawOZLrO6JsTKBOVfYQHbOiRdtV88Lij5jnG8Q.Dba_4GXBW5xl8_l28cP0Iu8dq_rqH4Wum1D3IOpbdv4&dib_tag=se&qid=1726502659&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-205,https://m.media-amazon.com/images/I/71e9rQgg1eL.__AC_SX300_SY300_QL70_ML2_.jpg,,,
9/16/2024,amazon_egy,mobile phones,xiaomi,redmi note 10 5g,"xiaomi redmi note 10 5g, dual sim, 64gb, 4gb ram, 5g, graphite gray",6199,android 11.0,4gb,64 gb,6.5 inches,,,,,,,unlocked for all carriers,,"[{'reviewer': 'ahasanuddin', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 15 january 2023', 'review': 'ماشاءالله\nread more'}, {'reviewer': 'kazi sujon', 'rating': '1.0 ', 'date': 'reviewed in saudi arabia on 1 november 2023', 'review': 'battery lo\nread more'}]",4.2,,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note-Dual-Graphite/dp/B09FTP1JJF/ref=sr_1_148?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-148,https://m.media-amazon.com/images/I/61hQAtCLlLL.__AC_SX300_SY300_QL70_ML2_.jpg,,,
9/16/2024,amazon_egy,mobile phones,apple,14 plus,new apple iphone 14 plus (128 gb) - blue,34950,ios 10,,128 gb,6.7 inches,,,,,a13,,unlocked for all carriers,,"[{'reviewer': 'خالد الشراري', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 5 september 2024', 'review': 'جهاز ممتازالتقييم 10من10\nread more'}, {'reviewer': ""fast as he'll 2 days"", 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 23 july 2024', 'review': 'ماندمت كبير بطاريه فخمه الرام 6 زيرو تعليق\nread more'}, {'reviewer': 'خفيف جدا', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 7 may 2024', 'review': 'ممتاز\nread more'}, {'reviewer': 'sara', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 28 february 2024', 'review': 'وصلني بعد يومين وللامانه كنت متخوفه انه تقليد لكن الحمدلله جاء اصلي 👍🏻👍🏻 اهم شي تاكدو ان المنتج من امازون السعوديه\nread more'}, {'reviewer': 'shakil ahammed', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 18 december 2023', 'review': 'after 3 months bettary heath 97% this product not good\nread more'}]",4.4,,https://www.amazon.eg/-/en/New-Apple-iPhone-Plus-128/dp/B0BDHW1MP2/ref=sr_1_98?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-98,https://m.media-amazon.com/images/I/61KXw2MXBgL.__AC_SX300_SY300_QL70_ML2_.jpg,b0bdhw1mp2,1 lithium ion batteries required. (included),mq4h3ah/a
9/16/2024,amazon_egy,mobile phones,realme,c65,"realme c65 smartphone 6+128 gb, 50mp ai camera, 6.67 inch eye comfort display with 90hz refresh rate, 45w fast charge, 5000mah massive battery, nfc supported, starlight gold",6590,android,,128 gb,6.4 inches,,,,,,gold,unlocked for all carriers,,"[{'reviewer': 'kindle customer', 'rating': '5.0 ', 'date': 'reviewed in the united kingdom on 6 august 2024', 'review': 'it came a day early and the phone overall is just amazing. it was really worth the money. it also works fast and has long battery life.\nread more'}, {'reviewer': 'josé l.', 'rating': '5.0 ', 'date': 'reviewed in spain on 24 june 2024', 'review': 'como comprador del nuevo teléfono móvil realme c 65, aquí está mi crítica destacando sus puntos fuertes y débiles:**puntos fuertes:**- **rendimiento:** equipado con un procesador de última generación, el realme c 65 ofrece una experiencia fluida, ideal para multitarea y juegos.- **batería:** la duración de la batería es impresionante, permitiendo un uso prolongado sin necesidad de cargas frecuentes.- **cámara:** las cámaras traseras capturan imágenes nítidas y detalladas, y la cámara frontal es perfecta para selfies de alta calidad.- **diseño:** el diseño es moderno y elegante, con una construcción sólida que da una sensación premium en la mano.- **precio:** ofrece una excelente relación calidad-precio, siendo accesible para una amplia gama de usuarios.**puntos débiles:**- **actualizaciones de software:** las actualizaciones del sistema operativo pueden ser menos frecuentes en comparación con otros fabricantes, lo que podría retrasar la recepción de las últimas funciones y mejoras de seguridad.- **interfaz de usuario:** aunque la interfaz es intuitiva, viene con bloatware preinstalado que puede afectar la experiencia del usuario.- **soporte de accesorios:** puede haber una disponibilidad limitada de accesorios específicos para este modelo, como fundas y protectores de pantalla.en resumen, el realme c 65 es una opción sólida para aquellos que buscan un teléfono con buen rendimiento y excelente duración de batería a un precio asequible, aunque con algunas concesiones en cuanto a actualizaciones de software y personalización.\nread more'}, {'reviewer': 'soukaina', 'rating': '1.0 ', 'date': 'reviewed in italy on 25 july 2024', 'review': 'telefono non prende rete fuori e riunione europea è bloccato non funziona\nread more'}, {'reviewer': 'alberto', 'rating': '3.0 ', 'date': 'reviewed in italy on 8 july 2024', 'review': 'buon rapporto qualità prezzo\nread more'}]",3.9,,https://www.amazon.eg/-/en/realme-Smartphone-Comfort-Supported-Starlight/dp/B0CZTTNQ2R/ref=sr_1_143?dib=eyJ2IjoiMSJ9.iougLSfZdjhK9FhM3jNBxcA0y45gtbJL_ZpfOx17BWTufTDmWSIuIxGjrxetvS5FTHh588ZlAzhdH0IiIzMpbczkSHjbDTtOuVWs32DoVBqUGSXPz4S4V8bejx7QlXZnLAQfXBfvJ-V1Qil8JL8Uj2hNuDX15wLIznuZnl-Z_7ygIqkaWLLvsYeE0jejxvjTGK0WWGp70-FnbCqJ4p79K2p1GW3d2d4u31VLC84LXRYI2gh5GfH4xSIaVS80u_sOqQ83-X2ewLwiprPHHjyoZGbW_nWtgfzrw9yKGdXD7sQ.hY8jzW8sl3JQfanr535b7JaInStZ44S0ad1o_TYWHeA&dib_tag=se&qid=1726502652&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-143,https://m.media-amazon.com/images/I/71nva4btzuL.__AC_SX300_SY300_QL70_ML2_.jpg,b0czttnq2r,1 lithium polymer batteries required. (included),rmx3910
9/16/2024,amazon_egy,mobile phones,realme,12 5g,realme 12 5g dual-sim 512gb + 8gb ram (twilight purple) - middle east version,12550,"android 14, realme ui 5.0",8gb,512 gb,6.72 inches,,,,,,twilight purple,unlocked for all carriers,,[],,,https://www.amazon.eg/-/en/realme-Dual-Sim-512GB-Twilight-Purple/dp/B0D2Y4D1KX/ref=sr_1_154?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-154,https://m.media-amazon.com/images/I/71w6mf1tluL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d2y4d1kx,1 lithium polymer batteries required. (included),rmx3999
9/16/2024,amazon_egy,mobile phones,xiaomi,redmi note 12s,"xiaomi redmi note 12s (blue 8gb ram, 256 storage) - 90hz fhd+ amoled dotdisplay |mediatek helio g96 processor | 108mp pro-grade main camera | 33w fast charging 5000mah, bluetooth, wi-fi",9999,android 10.0,8 gb,256 gb,6.43 inches,1080 x 2400,90,2.05 ghz,,mediatek helio,,,,"[{'reviewer': 'islam mohamed', 'rating': '5.0 ', 'date': 'reviewed in egypt on 8 august 2023', 'review': 'التليفون جميل و التوصيل سريع\nread more'}, {'reviewer': 'amira m.', 'rating': '4.0 ', 'date': 'reviewed in egypt on 3 august 2023', 'review': 'موبايل اكبر من سعره . كاميرا عالية مساحة كبيرة رام كبير .. تقييمه جيد جداً بالنسبالي\nread more'}, {'reviewer': 'ابو رودينا', 'rating': '5.0 ', 'date': 'reviewed in egypt on 1 july 2024', 'review': 'ممتاز عن تجربه\nread more'}, {'reviewer': 'هل يدعم ال nfc', 'rating': '4.0 ', 'date': 'reviewed in egypt on 24 september 2023', 'review': 'جيد\nread more'}, {'reviewer': 'marko atef', 'rating': '3.0 ', 'date': 'reviewed in egypt on 24 november 2023', 'review': 'ضمان محلي ولا دولي\nread more'}]",3.9,,https://www.amazon.eg/-/en/Xiaomi-Redmi-Note-Blue-Storage/dp/B0C5HP6L1H/ref=sr_1_172?dib=eyJ2IjoiMSJ9.9lq5X3_e8PNU9eab_WwZJzxqoufWfd8JAy2T6ZwEaMXIjTVY4N6At_zvV2p9j9-YKbaYjGJyYjPvq9K9F63hZmA3xF4lNC0K-8Ew13n7_FYtlqo9qyYjEYmyw7AdDE9hjHNSr_ICAMc8UIX8Yg6EVso4aXx33n4yVGqhnaAsD66QjXUPWoEgloOibXmH40nbxCdlGklRwS4woU7NIYbiYueFAip98WhyNPNWYtUe2cCjBE3AFec-9wccusE0-_xt5c5bu1OzBElCZLkAaT29yZQt__tWKhNrnpms8oT0-vA.mzvEJX29rFlsSE4JvXyZJNaNLeHy9ClyKyIQPWeTRLY&dib_tag=se&qid=1726502658&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-172,https://m.media-amazon.com/images/I/814twV1phHL.__AC_SX300_SY300_QL70_ML2_.jpg,b0c5hp6l1h,,k7sr
9/16/2024,amazon_egy,mobile phones,apple,13,apple iphone 13 with facetime (128gb) - blue,,ios 15,4 gb,128 gb,6.1 inches,2560 x 1440,60,,,,,unlocked,2g,"[{'reviewer': 'hagar', 'rating': '5.0 ', 'date': 'reviewed in egypt on 4 january 2024', 'review': '.حل مشكلة الفيس تايم انك تقفل الواي فاي وتفعله من الداتا،لان في ناس كتير كاتبة ان الفيس تايم مش شغال عندها\nread more'}, {'reviewer': 'ahmed kotb', 'rating': '5.0 ', 'date': 'reviewed in egypt on 4 january 2024', 'review': 'سرعه الاستلام\nread more'}, {'reviewer': 'ramy nafe', 'rating': '5.0 ', 'date': 'reviewed in egypt on 5 june 2022', 'review': 'perfect\nread more'}, {'reviewer': 'muhammad thakei', 'rating': '4.0 ', 'date': 'reviewed in egypt on 12 june 2024', 'review': 'السعر كان ممتاز و العلبة متفتحتش قبل كدة لكن فى الشحن جت داخل كرتونة أكبر بدون تغليف أو فقعات بلاستك لحماية العلبة من الصدمات و كان فى أثر صدمات عليها و البائع كان لازق كام لازقة بردو عليها و مبوظ شكلها! غير كدة، الآيفون نفسه ١٠٠/١٠٠.\nread more'}, {'reviewer': 'ehab mmdouh', 'rating': '1.0 ', 'date': 'reviewed in egypt on 31 december 2021', 'review': 'الحهاز دا ميني ولا لا عشان مش قادر احدد\nread more'}]",4.4,,https://www.amazon.eg/-/en/Apple-iPhone-13-FaceTime-128GB/dp/B09G9DZFQ7/ref=sr_1_79?dib=eyJ2IjoiMSJ9.yHKRFKgpIWA7FpQ_8Lr1e0Ov95xvpKR_9BDGFxCvz0dZNUcASMv4fZhnYFfrCcKkWLh7HzTGwd_JmJmYW25Uf2rx4KA9atcAY3pX8To-Sjtufd2YdscXPP7wRN3a1hPIrADBW5XDndQIvYM58CojUSvlvGxgJk41jmGfjoD4Rwv4jQY3qCYRzAj8mOsYDzv6vaSn-W4yz4t1QVZ_xqCGsUf_tYebbk_iV-MgbBWdNlK_hBtWA2NNFiBxGIxtWQPIZCbUsjdHktRYiJ_V9w_80PJDplWlEcIk8puqShB3mTc._x9Ytd0eCfiwJKRpLoLJyq4BTNzQxPIfSaOhLDvc4nU&dib_tag=se&qid=1726502646&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-79,https://m.media-amazon.com/images/I/71xb2xkN5qL.__AC_SX300_SY300_QL70_ML2_.jpg,b09g9dzfq7,1 lithium ion batteries required. (included),mlpk3aa/a
9/16/2024,amazon_egy,mobile phones,apple,14,"apple iphone 14 (128 gb) - midnight, bluetooth, wi-fi, usb",,ios 16,6 gb,128 gb,6.1 inches,720 x 1600,60,,,a13,,unlocked for all carriers,,"[{'reviewer': 'user-mw1f7k1', 'rating': '5.0 ', 'date': 'reviewed in egypt on 31 january 2023', 'review': 'the phone serial is confirmed by apple as i check it before open the box.original and good.thanks amazon.\nread more'}, {'reviewer': 'mohamed kilany', 'rating': '5.0 ', 'date': 'reviewed in egypt on 18 november 2023', 'review': 'as described\nread more'}, {'reviewer': 'ramilescasinas', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 2 june 2024', 'review': 'thanks\nread more'}, {'reviewer': 'muhammad faizan', 'rating': '4.0 ', 'date': 'reviewed in the united arab emirates on 4 may 2024', 'review': 'ok\nread more'}, {'reviewer': 'jason charles penol', 'rating': '5.0 ', 'date': 'reviewed in the united arab emirates on 3 june 2024', 'review': 'legit 100% thank you\nread more'}]",4.4,,https://www.amazon.eg/-/en/Apple-iPhone-14-128-Bluetooth/dp/B0BDJ56TNF/ref=sr_1_113?dib=eyJ2IjoiMSJ9.72nOmjVp3ctLRcelfnhgQxYabDfFN55_ZanMTnGMm4KYIp2xqHBZ_OilDNsqYyMrJFvGe9ehix7LNrhd50CDaaNDno6efFG7C_mnXHZV3pnPh5qk7R0-rW8LGfx4kRY5AfLfAC4edwfWbnFsGVTsFmKlVlkLWOltIQW00orHgYE6VGg0HrNBlywF3DoPgNX_GCyiBk1xVmOXzrMegCtSTZZNHzMGdD6oqbbcP6uX89rdfvW570z4jbDi3PzfpzoB75upa320P32UyGr8zwt8GirWzAzuQwIrUweP_1rW62s.NeZQ6AXXEkFypzsPphuOt5TlaQklP1_Xasqo3n_-rGE&dib_tag=se&qid=1726502650&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-113,https://m.media-amazon.com/images/I/51sFkTjuc3L.__AC_SX300_SY300_QL70_ML2_.jpg,,,
9/16/2024,amazon_egy,mobile phones,realme,gt 6,realme gt 6 5g dual sim 16gb + 512gb (fluid silver) - middle east version,32999,android,,512 gb,6.78 inches,,,,,,fluid silver,unlocked for all carriers,,"[{'reviewer': 'mohammad shahbaz alam', 'rating': '1.0 ', 'date': 'reviewed in the united arab emirates on 25 august 2024', 'review': 'invoice no available no download waranty card no available\nread more'}]",1,,https://www.amazon.eg/-/en/realme-Dual-512GB-Fluid-Silver/dp/B0D9QPVNSW/ref=sr_1_236?dib=eyJ2IjoiMSJ9.fkG7xqACeHa3VkT_X2Jfb20fRYOWV2XltkfeAsB9oaVMDUjSYJnI0JDRA-OxMmyJ2TpZilNs_wYvemJ5DLJ6ziwWH0ZYEpiYBJi6nvV2Z8saiJpky6UErDmNCKTRfrKR8G_xoFr1mKkTXfGTJG6GSWzZ8i9L7yfYLZmUCZuDqkDa5mg4vKLpAPdpj62w2MKZW6QhEjUb4B6zvieOixEBxvboMfMffHI9f_8QOavWIjq7VPYnG4-H3yPQK6f0SfFVjr11UYlqxN91xxNcUuL0aiL_225uTGe9vcpX8GETdKs.bvSb5eDKil8HB6pvt6P7sioH5nshGfB8zA395cCVTFM&dib_tag=se&qid=1726502663&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-236,https://m.media-amazon.com/images/I/61WXN8vgbuL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d9qpvnsw,1 lithium polymer batteries required. (included),rmx3851
9/16/2024,amazon_egy,mobile phones,samsung,a25 5g,"samsung galaxy a25 5g, 6gb ram, 128gb storage, yellow",9250,android 11.0,6 gb,128 gb,6.5 inches,1080 x 2340,90,,,snapdragon,,etisalat,,"[{'reviewer': 'ayman', 'rating': '5.0 ', 'date': 'reviewed in egypt on 24 june 2024', 'review': 'رائع و اصلي\nread more'}, {'reviewer': 'hesham elwakeel', 'rating': '4.0 ', 'date': 'reviewed in egypt on 19 july 2024', 'review': 'موبايل محترم ولكن بدون شاحن او سكرين للموبايل معاه وصله شحن فقط والضمان\nread more'}, {'reviewer': 'abdellateef faisal alhumidi', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 2 august 2024', 'review': 'رائع\nread more'}, {'reviewer': 'this phone is very goos.i love it.', 'rating': '4.0 ', 'date': 'reviewed in saudi arabia on 16 april 2024', 'review': 'this phone is very good. i love it.\nread more'}, {'reviewer': 'not bad working good', 'rating': '5.0 ', 'date': 'reviewed in saudi arabia on 2 july 2024', 'review': 'good device\nread more'}]",3.8,,https://www.amazon.eg/-/en/Samsung-Galaxy-128GB-Storage-Yellow/dp/B0CQ5DN5T8/ref=sr_1_138?dib=eyJ2IjoiMSJ9.iougLSfZdjhK9FhM3jNBxcA0y45gtbJL_ZpfOx17BWTufTDmWSIuIxGjrxetvS5FTHh588ZlAzhdH0IiIzMpbczkSHjbDTtOuVWs32DoVBqUGSXPz4S4V8bejx7QlXZnLAQfXBfvJ-V1Qil8JL8Uj2hNuDX15wLIznuZnl-Z_7ygIqkaWLLvsYeE0jejxvjTGK0WWGp70-FnbCqJ4p79K2p1GW3d2d4u31VLC84LXRYI2gh5GfH4xSIaVS80u_sOqQ83-X2ewLwiprPHHjyoZGbW_nWtgfzrw9yKGdXD7sQ.hY8jzW8sl3JQfanr535b7JaInStZ44S0ad1o_TYWHeA&dib_tag=se&qid=1726502652&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-138,https://m.media-amazon.com/images/I/61EhQ+BnVgL._AC_SX300_SY300_.jpg,b0cq5dn5t8,,sm-a256ed
9/16/2024,amazon_egy,mobile phones,realme,12 plus 5g,"realme 12+ 5g smartphone 12 + 512 gb with nfc, sony lyt-600 ois portrait camera, dimensity 7050 5g chipset, 120hz amoled display, rainwater smart touch, 67w supervooc charge, pioneer green",15950,android,,512 gb,6.7 inches,,,,,,,1&1,,"[{'reviewer': 'miguel ángel', 'rating': '5.0 ', 'date': 'reviewed in spain on 14 august 2024', 'review': 'funciona muy bien y muy ligero, pesa poco, buenas fotos y vídeos saca\nread more'}, {'reviewer': 'juan hidalgo', 'rating': '4.0 ', 'date': 'reviewed in spain on 20 june 2024', 'review': 'es bonito,lo compré porque tiene 512g y así poder copiar todos mis archivos. cuando miraba las especificaciones no vi que se pudiera expandir con tarjeta sd y si que se puede. tiene conector de jack para auriculares,que también quería. las fotos y videos están bien,pero al ampliar las fotos,el detalle no me gusta. mis anteriores lg v10 y lg v20,que no son de gama alta,me gustan mucho más( lástima que lg haya dejado de fabricar móviles )no tiene galería de fotos propia,por lo que tuve que descargarme una desde play store,la mayoría si no todas tienen publicidad. me costo encontrar una que me gustase...a veces el móvil se queda bloqueado,no sé si será por tener insertada una tarjeta de memoria de 256g. porque de ram tiene 12g...en resumen. está bien pero hecho en falta cosas de mi anterior móvil..\nread more'}, {'reviewer': 'gino', 'rating': '5.0 ', 'date': 'reviewed in italy on 13 june 2024', 'review': 'ottimo prodotto bellissimo e soddisfacente\nread more'}]",4.3,,https://www.amazon.eg/-/en/realme-Smartphone-Dimensity-Rainwater-Supervooc/dp/B0D1FRK1S8/ref=sr_1_155?dib=eyJ2IjoiMSJ9.tko8oVB9Y7zau6Nlv7xA3F9-ITxHeByBvLJAn6zLmTrhxzS2LynHFZlpdkWiNzd9Aze4D2jKV0BjTLQq9HEVcTVCBjaFBwAKtxLWrsRuANPLn4wyseyfY9YTiGHO7jfSpSTS5s1qqgy3krLRt2bZ_h2LZSEWd5spzkr-BiljItSdEbwftamJuKzoQ7t-txExu2RZLmLNVHsFjTKfkbkXNKwJzplFS4ILz8CwLFHq-SROPkVZe-KurUOWGpN-Au8PXmHqPhC1YGeYXxfCUDvClYKJfl5NFmS8NFSoqItI4WI.LcGUNWfGc8i5BGezUSF9jeY50NJweKpnIO48XlZ7ohI&dib_tag=se&qid=1726502654&refinements=p_123%3A110955%7C1500397%7C329744%7C338933%7C339703%7C367594%7C380758%7C46655%7C559198%7C568349&rnid=91049076031&s=electronics&sr=1-155,https://m.media-amazon.com/images/I/817wW-l8RAL.__AC_SX300_SY300_QL70_ML2_.jpg,b0d1frk1s8,1 lithium polymer batteries required. (included),
